Timestamp,Eye State,Score
2023-10-12 23:45:17,1,1
2023-10-12 23:45:17,1,2
2023-10-12 23:45:17,1,3
2023-10-12 23:45:18,1,4
2023-10-12 23:45:18,1,5
2023-10-12 23:45:19,1,6
2023-10-12 23:45:20,1,7
2023-10-12 23:45:20,1,8
2023-10-12 23:45:21,1,9
2023-10-12 23:45:21,1,10
2023-10-12 23:45:22,1,11
2023-10-12 23:45:22,1,12
2023-10-12 23:45:23,1,13
2023-10-12 23:45:23,1,14
2023-10-12 23:45:24,1,15
2023-10-12 23:45:24,1,16
2023-10-12 23:45:24,1,17
2023-10-12 23:45:25,1,18
2023-10-12 23:45:25,1,19
2023-10-12 23:45:26,1,20
2023-10-12 23:45:26,1,19
2023-10-12 23:45:27,1,20
2023-10-12 23:45:27,0,19
2023-10-12 23:45:27,1,20
