Timestamp,Eye State,Score
2023-10-10 10:58:09,1,1
2023-10-10 10:58:09,1,2
2023-10-10 10:58:09,1,3
2023-10-10 10:58:09,1,4
2023-10-10 10:58:09,1,5
2023-10-10 10:58:09,1,6
2023-10-10 10:58:09,1,7
2023-10-10 10:58:10,1,8
2023-10-10 10:58:10,1,9
2023-10-10 10:58:10,1,10
2023-10-10 10:58:10,1,11
2023-10-10 10:58:10,1,12
2023-10-10 10:58:10,1,13
2023-10-10 10:58:10,1,14
2023-10-10 10:58:10,1,15
2023-10-10 10:58:10,1,16
2023-10-10 10:58:10,1,17
2023-10-10 10:58:10,1,18
2023-10-10 10:58:11,1,19
2023-10-10 10:58:11,1,20
2023-10-10 10:58:11,1,20
2023-10-10 10:58:12,0,19
2023-10-10 10:58:12,0,18
2023-10-10 10:58:13,0,17
2023-10-10 10:58:13,0,16
2023-10-10 10:58:14,0,15
2023-10-10 10:58:14,0,14
2023-10-10 10:58:14,0,13
2023-10-10 10:58:15,0,12
2023-10-10 10:58:15,0,11
2023-10-10 10:58:16,0,10
2023-10-10 10:58:16,0,9
2023-10-10 10:58:17,0,8
2023-10-10 10:58:17,0,7
2023-10-10 10:58:18,0,6
2023-10-10 10:58:18,0,5
2023-10-10 10:58:19,1,6
2023-10-10 10:58:19,0,5
2023-10-10 10:58:20,1,6
2023-10-10 10:58:20,0,5
2023-10-10 10:58:20,1,6
2023-10-10 10:58:21,1,7
2023-10-10 10:58:21,1,8
2023-10-10 10:58:22,1,9
2023-10-10 10:58:22,1,10
2023-10-10 10:58:23,1,11
2023-10-10 10:58:23,1,12
2023-10-10 10:58:23,0,11
2023-10-10 10:58:24,1,12
2023-10-10 10:58:24,0,11
2023-10-10 10:58:24,0,10
2023-10-10 10:58:24,1,11
2023-10-10 10:58:24,1,12
2023-10-10 10:58:25,1,13
2023-10-10 10:58:25,1,14
2023-10-10 10:58:26,1,15
2023-10-10 10:58:26,1,16
2023-10-10 10:58:26,0,15
2023-10-10 10:58:27,0,14
2023-10-10 10:58:27,1,15
2023-10-10 10:58:28,1,16
2023-10-10 10:58:28,1,17
2023-10-10 10:58:29,1,18
2023-10-10 10:58:29,1,19
2023-10-10 10:58:30,0,18
2023-10-10 10:58:30,1,19
2023-10-10 10:58:31,1,20
2023-10-10 10:58:31,1,20
2023-10-10 10:58:31,1,20
2023-10-10 10:58:32,0,19
2023-10-10 10:58:32,1,20
2023-10-10 10:58:33,1,20
2023-10-10 10:58:33,1,20
2023-10-10 10:58:34,1,20
2023-10-10 10:58:34,1,20
2023-10-10 10:58:35,1,20
2023-10-10 10:58:35,0,19
2023-10-10 10:58:36,0,18
2023-10-10 10:58:36,0,17
2023-10-10 10:58:36,0,16
2023-10-10 10:58:36,0,15
2023-10-10 10:58:36,0,14
2023-10-10 10:58:36,0,13
2023-10-10 10:58:36,0,12
2023-10-10 10:58:36,0,11
2023-10-10 10:58:36,0,10
2023-10-10 10:58:36,0,9
2023-10-10 10:58:36,0,8
2023-10-10 10:58:36,0,7
2023-10-10 10:58:37,1,8
2023-10-10 10:58:37,1,9
2023-10-10 10:58:37,1,10
2023-10-10 10:58:37,1,11
2023-10-10 10:58:37,1,12
2023-10-10 10:58:38,0,11
2023-10-10 10:58:38,0,10
2023-10-10 10:58:39,0,9
2023-10-10 10:58:39,0,8
2023-10-10 10:58:40,0,7
2023-10-10 10:58:40,0,6
2023-10-10 10:58:41,1,7
2023-10-10 10:58:41,1,8
2023-10-10 10:58:41,1,9
2023-10-10 10:58:42,0,8
2023-10-10 10:58:42,0,7
2023-10-10 10:58:43,1,8
2023-10-10 10:58:43,1,9
2023-10-10 10:58:44,0,8
2023-10-10 10:58:44,0,7
2023-10-10 10:58:45,0,6
2023-10-10 10:58:45,1,7
2023-10-10 10:58:46,1,8
2023-10-10 10:58:46,1,9
