Timestamp,Eye State,Score
2023-10-11 14:26:30,0,0
2023-10-11 14:26:31,0,0
2023-10-11 14:26:31,0,0
2023-10-11 14:26:31,0,0
2023-10-11 14:26:31,0,0
2023-10-11 14:26:32,0,0
2023-10-11 14:26:32,0,0
2023-10-11 14:26:32,0,0
2023-10-11 14:26:32,0,0
2023-10-11 14:26:33,0,0
2023-10-11 14:26:33,0,0
2023-10-11 14:26:33,0,0
2023-10-11 14:26:33,0,0
2023-10-11 14:26:34,0,0
2023-10-11 14:26:34,0,0
2023-10-11 14:26:35,1,1
2023-10-11 14:26:35,1,2
2023-10-11 14:26:35,0,1
2023-10-11 14:26:36,1,2
2023-10-11 14:26:36,1,3
2023-10-11 14:26:36,1,4
2023-10-11 14:26:37,1,5
2023-10-11 14:26:37,1,6
2023-10-11 14:26:37,1,7
2023-10-11 14:26:37,0,6
