Timestamp,Eye State,Score
2023-10-17 11:56:47,0,0
2023-10-17 11:56:47,0,0
2023-10-17 11:56:48,0,0
2023-10-17 11:56:48,0,0
2023-10-17 11:56:48,1,1
2023-10-17 11:56:49,1,2
2023-10-17 11:56:50,1,3
2023-10-17 11:56:50,1,4
2023-10-17 11:56:51,1,5
2023-10-17 11:56:51,1,6
2023-10-17 11:56:52,1,7
2023-10-17 11:56:53,1,8
2023-10-17 11:56:53,1,9
2023-10-17 11:56:54,0,8
2023-10-17 11:56:55,1,9
2023-10-17 11:56:55,1,10
2023-10-17 11:56:56,1,11
2023-10-17 11:56:56,1,12
2023-10-17 11:56:57,1,13
2023-10-17 11:56:58,1,14
2023-10-17 11:56:58,1,15
2023-10-17 11:56:59,1,16
2023-10-17 11:56:59,1,17
2023-10-17 11:57:00,1,18
2023-10-17 11:57:00,1,19
2023-10-17 11:57:01,1,20
2023-10-17 11:57:01,1,19
2023-10-17 11:57:02,1,20
2023-10-17 11:57:02,1,19
2023-10-17 11:57:03,1,20
2023-10-17 11:57:03,1,19
2023-10-17 11:57:03,1,20
2023-10-17 11:57:04,1,19
2023-10-17 11:57:04,1,20
2023-10-17 11:57:04,1,19
2023-10-17 11:57:05,1,20
2023-10-17 11:57:05,1,19
2023-10-17 11:57:05,1,20
2023-10-17 11:57:05,1,19
2023-10-17 11:57:06,1,20
2023-10-17 11:57:06,1,19
2023-10-17 11:57:07,1,20
2023-10-17 11:57:07,1,19
2023-10-17 11:57:08,1,20
2023-10-17 11:57:09,1,19
2023-10-17 11:57:09,1,20
2023-10-17 11:57:09,1,19
2023-10-17 11:57:10,1,20
2023-10-17 11:57:10,0,19
2023-10-17 11:57:11,0,18
2023-10-17 11:57:11,0,17
2023-10-17 11:57:11,0,16
2023-10-17 11:57:11,0,15
2023-10-17 11:57:12,0,14
2023-10-17 11:57:12,0,13
2023-10-17 11:57:12,0,12
2023-10-17 11:57:12,0,11
2023-10-17 11:57:13,0,10
2023-10-17 11:57:13,1,11
2023-10-17 11:57:14,1,12
2023-10-17 11:57:14,1,13
2023-10-17 11:57:14,1,14
2023-10-17 11:57:14,1,15
2023-10-17 11:57:14,1,16
2023-10-17 11:57:15,1,17
2023-10-17 11:57:15,1,18
2023-10-17 11:57:16,1,19
2023-10-17 11:57:16,1,20
2023-10-17 11:57:17,1,19
2023-10-17 11:57:17,1,20
2023-10-17 11:57:18,1,19
2023-10-17 11:57:18,1,20
2023-10-17 11:57:19,1,19
2023-10-17 11:57:19,1,20
2023-10-17 11:57:19,1,19
2023-10-17 11:57:19,1,20
2023-10-17 11:57:19,1,19
2023-10-17 11:57:20,1,20
2023-10-17 11:57:20,1,19
2023-10-17 11:57:20,1,20
2023-10-17 11:57:21,1,19
2023-10-17 11:57:21,1,20
2023-10-17 11:57:22,1,19
2023-10-17 11:57:22,1,20
2023-10-17 11:57:22,1,19
2023-10-17 11:57:23,1,20
2023-10-17 11:57:23,1,19
2023-10-17 11:57:23,1,20
2023-10-17 11:57:24,1,19
2023-10-17 11:57:24,1,20
2023-10-17 11:57:25,1,19
2023-10-17 11:57:25,1,20
2023-10-17 11:57:25,1,19
2023-10-17 11:57:26,1,20
2023-10-17 11:57:26,1,19
2023-10-17 11:57:26,1,20
2023-10-17 11:57:27,1,19
2023-10-17 11:57:27,1,20
2023-10-17 11:57:27,1,19
2023-10-17 11:57:27,1,20
2023-10-17 11:57:28,1,19
2023-10-17 11:57:28,1,20
2023-10-17 11:57:28,1,19
2023-10-17 11:57:28,1,20
2023-10-17 11:57:29,1,19
2023-10-17 11:57:29,1,20
2023-10-17 11:57:29,1,19
2023-10-17 11:57:30,1,20
2023-10-17 11:57:30,1,19
2023-10-17 11:57:31,1,20
2023-10-17 11:57:31,1,19
2023-10-17 11:57:32,1,20
2023-10-17 11:57:32,1,19
2023-10-17 11:57:33,1,20
2023-10-17 11:57:33,1,19
2023-10-17 11:57:34,1,20
2023-10-17 11:57:34,1,19
2023-10-17 11:57:35,1,20
2023-10-17 11:57:35,1,19
2023-10-17 11:57:36,1,20
2023-10-17 11:57:36,1,19
