Timestamp,Eye State,Score
2023-10-10 14:59:26,0,0
2023-10-10 14:59:27,0,0
2023-10-10 14:59:27,0,0
2023-10-10 14:59:27,0,0
2023-10-10 14:59:27,0,0
2023-10-10 14:59:27,0,0
2023-10-10 14:59:27,0,0
2023-10-10 14:59:27,0,0
2023-10-10 14:59:27,0,0
2023-10-10 14:59:27,0,0
2023-10-10 14:59:27,0,0
2023-10-10 14:59:27,0,0
2023-10-10 14:59:28,0,0
2023-10-10 14:59:28,0,0
2023-10-10 14:59:28,0,0
2023-10-10 14:59:28,0,0
2023-10-10 14:59:28,0,0
2023-10-10 14:59:28,0,0
2023-10-10 14:59:29,0,0
2023-10-10 14:59:29,1,1
2023-10-10 14:59:30,1,2
2023-10-10 14:59:30,1,3
2023-10-10 14:59:30,1,4
2023-10-10 14:59:31,1,5
2023-10-10 14:59:31,1,6
2023-10-10 14:59:32,1,7
2023-10-10 14:59:32,1,8
2023-10-10 14:59:33,1,9
2023-10-10 14:59:33,1,10
2023-10-10 14:59:34,1,11
2023-10-10 14:59:34,1,12
2023-10-10 14:59:35,0,11
2023-10-10 14:59:35,1,12
2023-10-10 14:59:36,1,13
2023-10-10 14:59:36,1,14
2023-10-10 14:59:37,1,15
2023-10-10 14:59:37,1,16
